GO.ID	term	definition	Aboral.genes_frequency	Aboral.pvalue	Aboral.-log10_pvalue	Aboral.Significant_genes	Aboral.Significant_genes_symbol	Oral.genes_frequency	Oral.pvalue	Oral.-log10_pvalue	Oral.Significant_genes	Oral.Significant_genes_symbol
"GO:0072359"	"circulatory system development"	"The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."	"9.018% (56/621)"	1.545874e-05	4.81	"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g10385.t1;Pocillopora_acuta_HIv2___RNAseq.g1075.t1;Pocillopora_acuta_HIv2___RNAseq.g11463.t1;Pocillopora_acuta_HIv2___RNAseq.g14250.t1;Pocillopora_acuta_HIv2___RNAseq.g1462.t1;Pocillopora_acuta_HIv2___RNAseq.g15165.t1;Pocillopora_acuta_HIv2___RNAseq.g15848.t1;Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g17105.t1;Pocillopora_acuta_HIv2___RNAseq.g20575.t1;Pocillopora_acuta_HIv2___RNAseq.g22336.t1b;Pocillopora_acuta_HIv2___RNAseq.g22638.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g25943.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g26778.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27045.t1b;Pocillopora_acuta_HIv2___RNAseq.g28065.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g5138.t1;Pocillopora_acuta_HIv2___RNAseq.g5145.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g5911.t1;Pocillopora_acuta_HIv2___RNAseq.g5915.t1;Pocillopora_acuta_HIv2___RNAseq.g6619.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7058.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g804.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g13643.t1;Pocillopora_acuta_HIv2___TS.g14528.t1a;Pocillopora_acuta_HIv2___TS.g14732.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g19330.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g27154.t2;Pocillopora_acuta_HIv2___TS.g27885.t3;Pocillopora_acuta_HIv2___TS.g3883.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g568.t1"	"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g10385.t1;Pocillopora_acuta_HIv2___RNAseq.g1075.t1;Pocillopora_acuta_HIv2___RNAseq.g11463.t1;Pocillopora_acuta_HIv2___RNAseq.g14250.t1;Pocillopora_acuta_HIv2___RNAseq.g1462.t1;Pocillopora_acuta_HIv2___RNAseq.g15165.t1;Pocillopora_acuta_HIv2___RNAseq.g15848.t1;Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g17105.t1;Pocillopora_acuta_HIv2___RNAseq.g20575.t1;Pocillopora_acuta_HIv2___RNAseq.g22336.t1b;Pocillopora_acuta_HIv2___RNAseq.g22638.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g25943.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g26778.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27045.t1b;Pocillopora_acuta_HIv2___RNAseq.g28065.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g5138.t1;Pocillopora_acuta_HIv2___RNAseq.g5145.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g5911.t1;Pocillopora_acuta_HIv2___RNAseq.g5915.t1;Pocillopora_acuta_HIv2___RNAseq.g6619.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7058.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g804.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g13643.t1;Pocillopora_acuta_HIv2___TS.g14528.t1a;Pocillopora_acuta_HIv2___TS.g14732.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g19330.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g27154.t2;Pocillopora_acuta_HIv2___TS.g27885.t3;Pocillopora_acuta_HIv2___TS.g3883.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g568.t1"	"16.586% (103/621)"	0.8610695	0.06	NA	NA
"GO:0085029"	"extracellular matrix assembly"	"The aggregation, arrangement and bonding together of the extracellular matrix."	"25% (8/32)"	0.0001485537	3.83	"Pocillopora_acuta_HIv2___RNAseq.g15848.t1;Pocillopora_acuta_HIv2___RNAseq.g20575.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g14528.t1a;Pocillopora_acuta_HIv2___TS.g15832.t1"	"Pocillopora_acuta_HIv2___RNAseq.g15848.t1;Pocillopora_acuta_HIv2___RNAseq.g20575.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g14528.t1a;Pocillopora_acuta_HIv2___TS.g15832.t1"	"12.5% (4/32)"	0.8570875	0.07	NA	NA
"GO:0090303"	"positive regulation of wound healing"	"Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."	"25% (7/28)"	0.0003878234	3.41	"Pocillopora_acuta_HIv2___RNAseq.g1075.t1;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g16484.t1;Pocillopora_acuta_HIv2___RNAseq.g17517.t1;Pocillopora_acuta_HIv2___RNAseq.g17519.t1;Pocillopora_acuta_HIv2___RNAseq.g3199.t1;Pocillopora_acuta_HIv2___TS.g5308.t2"	"Pocillopora_acuta_HIv2___RNAseq.g1075.t1;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g16484.t1;Pocillopora_acuta_HIv2___RNAseq.g17517.t1;Pocillopora_acuta_HIv2___RNAseq.g17519.t1;Pocillopora_acuta_HIv2___RNAseq.g3199.t1;Pocillopora_acuta_HIv2___TS.g5308.t2"	"3.571% (1/28)"	0.9963316	0	NA	NA
"GO:0090596"	"sensory organ morphogenesis"	"Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."	"12.632% (24/190)"	3.19703e-05	4.5	"Pocillopora_acuta_HIv2___RNAseq.g10343.t1;Pocillopora_acuta_HIv2___RNAseq.g14250.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15165.t1;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27337.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g6726.t2;Pocillopora_acuta_HIv2___RNAseq.g7078.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g9252.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___RNAseq.g9589.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g7849.t1"	"Pocillopora_acuta_HIv2___RNAseq.g10343.t1;Pocillopora_acuta_HIv2___RNAseq.g14250.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15165.t1;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27337.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g6726.t2;Pocillopora_acuta_HIv2___RNAseq.g7078.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g9252.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___RNAseq.g9589.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g7849.t1"	"22.632% (43/190)"	0.06539693	1.18	NA	NA
"GO:0090598"	"male anatomical structure morphogenesis"	"The processes by which anatomical structures that are only present in the male organism are generated and organized."	"37.5% (3/8)"	0.006011601	2.22	"Pocillopora_acuta_HIv2___RNAseq.g2037.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4"	"Pocillopora_acuta_HIv2___RNAseq.g2037.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4"	"25% (2/8)"	0.4404721	0.36	NA	NA
"GO:0097066"	"response to thyroid hormone"	"A change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a thyroid hormone stimulus."	"46.667% (7/15)"	3.752179e-06	5.43	"Pocillopora_acuta_HIv2___RNAseq.g17105.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26979.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1"	"Pocillopora_acuta_HIv2___RNAseq.g17105.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26979.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1"	"6.667% (1/15)"	0.9503132	0.02	NA	NA
"GO:0097067"	"cellular response to thyroid hormone stimulus"	"A change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a thyroid hormone stimulus."	"77.778% (7/9)"	2.744251e-08	7.56	"Pocillopora_acuta_HIv2___RNAseq.g17105.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26979.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1"	"Pocillopora_acuta_HIv2___RNAseq.g17105.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26979.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1"	"11.111% (1/9)"	0.8347972	0.08	NA	NA
"GO:0097090"	"presynaptic membrane organization"	"A process which results in the assembly, arrangement of constituent parts, or disassembly of a presynaptic membrane, including any proteins associated with the membrane, but excluding other cellular components. A presynaptic membrane is a specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction."	"33.333% (5/15)"	0.0006486845	3.19	"Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"	"Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"	"13.333% (2/15)"	0.7850306	0.11	NA	NA
"GO:0097104"	"postsynaptic membrane assembly"	"The aggregation, arrangement and bonding together of a set of components to form a postsynaptic membrane, a specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft)."	"37.5% (3/8)"	0.006011601	2.22	"Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1"	"Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1"	"12.5% (1/8)"	0.7981891	0.1	NA	NA
"GO:0097105"	"presynaptic membrane assembly"	"The aggregation, arrangement and bonding together of a set of components to form a presynaptic membrane, including any proteins associated with the membrane, but excluding other cellular components. A presynaptic membrane is a specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction."	"33.333% (5/15)"	0.0006486845	3.19	"Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"	"Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"	"13.333% (2/15)"	0.7850306	0.11	NA	NA
"GO:0097107"	"postsynaptic density assembly"	"The aggregation, arrangement and bonding together of a set of components to form a postsynaptic density, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane at excitatory synapse."	"30.769% (4/13)"	0.00324956	2.49	"Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"	"Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"	"0% (0/13)"	1	0	NA	NA
"GO:0097150"	"neuronal stem cell population maintenance"	"Any process in by an organism or tissue maintains a population of neuronal stem cells."	"25% (4/16)"	0.007327485	2.14	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___TS.g11002.t4"	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___TS.g11002.t4"	"25% (4/16)"	0.3271758	0.49	NA	NA
"GO:0097205"	"renal filtration"	"A renal system process in which fluid circulating through the body is filtered through a barrier system."	"42.857% (3/7)"	0.003903476	2.41	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.g28065.t1;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a"	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.g28065.t1;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a"	"0% (0/7)"	1	0	NA	NA
"GO:0097485"	"neuron projection guidance"	"The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."	"14.371% (24/167)"	3.457906e-06	5.46	"Pocillopora_acuta_HIv2___RNAseq.g15165.t1;Pocillopora_acuta_HIv2___RNAseq.g16274.t1;Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g21516.t1;Pocillopora_acuta_HIv2___RNAseq.g22839.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27045.t1b;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28910.t1;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g6726.t2;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g942.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g12453.t2;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b;Pocillopora_acuta_HIv2___TS.g3225.t1;Pocillopora_acuta_HIv2___TS.g7849.t1"	"Pocillopora_acuta_HIv2___RNAseq.g15165.t1;Pocillopora_acuta_HIv2___RNAseq.g16274.t1;Pocillopora_acuta_HIv2___RNAseq.g21418.t1;Pocillopora_acuta_HIv2___RNAseq.g21516.t1;Pocillopora_acuta_HIv2___RNAseq.g22839.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27045.t1b;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28910.t1;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g6726.t2;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g942.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g12453.t2;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b;Pocillopora_acuta_HIv2___TS.g3225.t1;Pocillopora_acuta_HIv2___TS.g7849.t1"	"22.156% (37/167)"	0.1052044	0.98	NA	NA
